,popularity,vote_count,original_language,title,vote_average,overview,release_date
6123,10.815,169,en,American Ninja,5.6,"Joe Armstrong, an orphaned drifter will little respect for much other than martial arts, finds himself on an American Army base in The Philippines after a judge gives him a choice of enlistment or prison. On one of his first missions driving a convoy, his platoon is attacked by a group of rebels who try to steal the weapons the platoon is transporting and kidnap the base colonel's daughter.",1985-08-30
6124,10.815,881,en,Maverick,6.8,"Maverick is a gambler who would rather con someone than fight them, and needs an additional three thousand dollars in order to enter a winner-takes-all poker game that begins in a few days, so he joins forces with a woman gambler with a marvellous southern accent, and the two try and enter the game.",1994-05-20
6125,10.814,314,it,A Special Day,8.1,"The film is set during the late 1930s: the occasion is the first meeting between Mussolini and Hitler. Left alone in her tenement home when her fascist husband runs off to attend the historic event, Antonietta strikes up a friendship with her homosexual neighbor Gabriele. As the day segues into night, Antonietta and Gabriele develop a very special relationship that will radically alter both of their outlooks on life.",1977-08-11
6126,10.814,111,fr,Code Unknown,6.9,"A series of events unfold like a chain reaction, all stemming from a minor event that brings the film's five characters together. Set in Paris, France, Anne is an actress whose boyfriend Georges photographs the war in Kosovo. Georges' brother, Jean, is looking for the entry code to Georges' apartment. These characters lives interconnect with a Romanian immigrant and a deaf teacher.",2000-11-15
6127,10.814,71,en,The War Wagon,6.9,"An ex-con seeks revenge on the man who put him in prison by planning a robbery of the latter's stagecoach, which is transporting gold. He enlists the help of a partner, who could be working for his nemesis.",1967-05-26
6128,10.814,248,en,The Barbie Diaries,6.1,"This movie stars Barbie as a teenage girl, trying to deal with crushes, rivals and friendship as she tries to achieve her dream of working as a news anchor for her school's TV station. She doesn't always make the right decisions, but she's a nice enough character and considerably less ""perfect"" than she is portrayed in her other films.",2006-05-17
6129,10.814,278,en,The Quiet Earth,6.5,"After a top-secret experiment misfires, a scientist may be the only man left alive in the world.",1985-09-08
6130,10.812,1802,en,Bridget Jones: The Edge of Reason,6.3,"Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.",2004-11-10
6131,10.811,586,en,Confessions of a Teenage Drama Queen,5.4,"When the teenager Mary Elizabeth Steppe, a.k.a. Lola, moves with her mother and two younger twin sisters from New York to the suburb of Dellwood, New Jersey, she has the feeling that her cultural and entertaining world ended. While in school, the displaced Lola becomes close friend of the unpopular Ella, who is also a great fan of the her favorite rock band Sidarthur. However, the most popular girl in the school, Carla Santini, disputes the lead role in an adaptation of Pygmalion with Lola and also the leadership of their mates. When the last concert of Sidarthur is sold-out, Lola plans with Ella to travel to New York and buy the tickets from scalpers. However, the girls get into trouble while helping the lead singer and Lola's idol Stu Wolf, changing their lives forever.",2004-02-17
6132,10.811,178,en,The Dark Half,5.9,"Thad Beaumont is the author of a highly successful series of violent pulp thrillers written under the pseudonym of ‘George Stark’, but when he decides to ‘kill-off’ his alter-ego in a mock ceremony, it precipitates a string of sadistic murders matching those in his pulp novels, which are soon discovered to be the work of Stark himself. Looking like a maniacal version of his counterpart, Stark is not so willing to quit the writing game – even if it means coming after Thad's wife and their baby.",1993-04-23
6133,10.81,130,en,Ms .45,6.5,"A shy and mute seamstress goes insane after being attacked and raped twice in one day. She wanders the New York streets at night in a sexy black dress with her attacker's gun strapped to her garter belt, blowing away any man who tries to pick her up.",1981-04-24
6134,10.81,519,en,The Family Stone,6.2,"An uptight, conservative, businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.",2005-12-14
6135,12.979,3340,en,The DUFF,6.8,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",2015-02-20
6136,10.809,91,fr,Angelique,7.1,"In 17th-century France, beautiful country maiden Angélique (Michèle Mercier) marries wealthy neighbor Jeoffray de Peyrac (Robert Hossein) out of convenience, but eventually, she falls in love with him. So when Jeoffray is arrested and then vanishes, she bravely sets out to find him. This is the first of many dramas based on Anne and Serge Golon's novels about strong-willed Angélique and her adventures during the reign of Louis XIV, the Sun King.",1964-12-08
6137,10.809,789,en,Domino,6.0,"The story of the life of Domino Harvey, who abandoned her career as a Ford model to become a bounty hunter.",2005-10-14
6138,10.808,236,en,Fly Away Home,6.7,"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest is torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South...",1996-09-13
6139,10.808,627,en,The Good Shepherd,6.4,"Edward Wilson, the only witness to his father's suicide and member of the Skull and Bones Society while a student at Yale, is a morally upright young man who values honor and discretion, qualities that help him to be recruited for a career in the newly founded OSS. His dedication to his work does not come without a price though, leading him to sacrifice his ideals and eventually his family.",2006-12-11
6140,10.807,165,en,Casino Jack,6.0,"Based on a true story, a hot shot Washington DC lobbyist and his protégé go down hard as their schemes to peddle influence lead to corruption and murder.",2010-09-16
6141,10.807,220,fr,The Hedgehog,7.2,"Paloma is a serious and highly articulate but deeply bored 11-year-old who has decided to kill herself on her 12th birthday. Fascinated by art and philosophy, she questions and documents her life and immediate circle, drawing trenchant and often hilarious observations on the world around her. But as her appointment with death approaches, Paloma finally meets some kindred spirits in her building's grumpy janitor and an enigmatic, elegant neighbor, both of whom inspire Paloma to question her rather pessimistic outlook on life.",2009-07-03
6142,9.552,37,ko,EXIT,7.6,"When an unknown toxic gas strikes Seoul in an unprecedented act of terror, Yong-nam has just met Eui-ju from college by chance at his mother's birthday banquet. The city falls under sudden noxious gas attack and together, they must escape the panic-stricken city.",2019-07-31
6143,10.806,309,en,Intruders,5.4,"Though no one can see him, Hollow Face lurks in the corners, desperately desiring love but only knowing how to spread fear and hate. He creeps into the life of John Farrow after Farrow’s beloved 13-year-old daughter Mia is assaulted in their home. The line between the real and the imaginary blurs as fissures start to open within the family unit. It seems that no security measure can keep Hollow Face out.",2011-09-12
6144,10.806,346,fr,The Gendarme and the Creatures from Outer Space,6.1,"The bungling inspector Cruchot (Funès) finds himself trying to save the residents of St. Tropez from some oil-drinking humanoid aliens. The only way to tell the aliens from the real people, besides their constant thirst for oil-products, is that they sound like empty garbage cans when you touch them. Chaos is ahead.",1979-01-31
6145,10.805,144,en,The Hobbit,6.1,"Bilbo Baggins the Hobbit was just minding his own business, when his occasional visitor Gandalf the Wizard drops in one night. One by one, a whole group of dwarves drop in, and before he knows it, Bilbo has joined their quest to reclaim their kingdom, taken from them by the evil dragon Smaug. The only problem is that Gandalf has told the dwarves that Bilbo is an expert burglar, but he isn't...",1977-11-27
6146,10.804,330,en,Cleopatra,7.0,"Determined to hold on to the throne, Cleopatra seduces the Roman emperor Julius Caesar. When Caesar is murdered, she redirects her attentions to his general, Marc Antony, who vows to take power—but Caesar’s successor has other plans.",1963-06-12
6147,10.804,645,en,The Gift,6.5,"When a local woman disappears and the police can't seem to find any leads, her father turns to a poor young woman with psychic powers. Slowly she starts having visions of the woman chained and in a pond. Her visions lead to the body and the arrest of an abusive husband, but did he really do it?",2000-12-22
6148,10.801,748,en,King Kong,7.7,"A film crew discovers the ""eighth wonder of the world,"" a giant prehistoric ape, and brings him back to New York, where he wreaks havoc.",1933-03-15
6149,10.323,23,en,X-Rated 2: The Greatest Adult Stars of All-Time,4.7,"Documentary sequel that offers a close-up look into the personal lives of the legendary porn stars who've survived the test of time and influenced popular culture. Blends rare interviews with erotic clips and additional appearances by Whoopi Goldberg, Steven Soderbergh and a host of adult stars, directors and trendsetters.",2016-10-28
6150,6.736,2,en,Almost Love,7.5,"Adam and Marklin’s 5-year relationship has gone from a passionate flame to a simmer, forcing them to reconcile with each other’s shortcomings while their friends endlessly search for love in New York City.",2019-05-24
6151,10.798,147,en,Clockers,6.9,"Strike is a young city drug pusher under the tutelage of drug lord Rodney Little. When a night manager at a fast-food restaurant is found with four bullets in his body, Strike’s older brother turns himself in as the killer. Det. Rocco Klein doesn’t buy the story, however, setting out to find the truth, and it seems that all the fingers point toward Strike & Rodney.",1995-09-15
6152,10.796,95,en,Fresh,7.5,"Michael is a 12-year-old drug pusher who lives in a crowded house with his cousins and aunt. His father has become a street bum,but still meets with Fresh on occasion to play chess. Fresh is rather quiet in a crazy world. Fresh's sister is a junkie who sleeps with the dealers that Fresh sells for. As the story progresses Fresh realizes that he doesn't want to sell drugs anymore - he wants revenge.",1994-08-24
6153,10.794,204,en,Center Stage,6.9,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,2000-05-12
6154,10.794,359,en,Harsh Times,6.4,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend.",2005-09-11
6155,11.81,0,en,Tenet,0.0,Plot unknown. The project is described as an action epic revolving around international espionage.,2020-07-15
6156,10.793,879,fr,Rust and Bone,7.2,"Put in charge of his young son, Ali leaves Belgium for Antibes to live with his sister and her husband as a family. Ali's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.",2012-05-17
6157,10.793,253,ja,Dragon Ball Z: The World's Strongest,6.2,"The evil Dr. Kochin uses the dragon balls to resurrect his mentor, Dr. Wheelo, in an effort to take over the world. Dr. Wheelo, his body having been destroyed by the avalanche that killed him fifty years before, desires the body of the strongest fighter in the world as his new vessel. Believing Roshi to be the world's strongest warrior, Dr. Kochin abducts Bulma and forces Roshi to surrender himself to save her. When Goku hears of their abduction, he goes to their rescue.",1990-03-10
6158,10.793,629,en,Badlands,7.6,"Dramatization of the Starkweather-Fugate killing spree of the 1950s, in which a teenage girl and her twenty-something boyfriend slaughtered her entire family and several others in the Dakota badlands.",1973-10-15
6159,8.914,146,fr,Sweetheart,6.7,"A working woman, mother a three children, realizes that, when her youngest one is about to go to Canada to continue her education, she will end up out of her most precious goal, being a mother..",2019-03-13
6160,10.792,255,en,Spun,6.7,"Over the course of three days Ross, a college dropout addicted to crystal-meth, encounters a variety of oddball folks - including a stripper named Nikki and her boyfriend, the local meth producer, The Cook - but all he really wants to do is hook up with his old girlfriend, Amy.",2002-06-01
6161,10.792,395,en,The Amityville Horror,6.3,"George Lutz and his wife Kathleen, move into their Long Island dream house with their children only for their lives to be turned into a hellish nightmare. The legacy of a murder committed in the house gradually affects the family and a priest is brought in to try and exorcise the demonic presence from their home.",1979-07-26
6162,10.791,178,de,Animals United,5.5,"A group of animals waiting for the annual flood they rely on for food and water discover that the humans, who have been destroying their habitats have built a dam for a leisure resort. The animals endeavour to save the delta and send a message to the humans not to interfere with nature.",2010-10-07
6163,10.79,115,en,Youngblood,6.2,A skilled young hockey prospect hoping to attract the attention of professional scouts is pressured to show that he can fight if challenged during his stay in a Canadian minor hockey town. His on-ice activities are complicated by his relationship with the coach's daughter.,1986-01-31
6164,10.79,132,en,Strange Wilderness,5.0,"With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.",2008-02-01
6165,10.79,119,en,2 Days in the Valley,6.2,"In a sleepy bedroom community of LA's San Fernando Valley, the murder of a professional athlete by two hit men sets into motion a chain of events that puts the mundane lives of a dozen residents on a collision course. This clever tale tells the story of two hit men, a mistress, a nurse, a vindictive ex-wife, a wealthy art dealer and his lovelorn assistant, a suicidal writer and his dog, and a bitter cop and his partner.",1996-09-11
6166,10.788,863,en,I Still Know What You Did Last Summer,5.2,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?",1998-11-13
6167,8.657,10,en,Trouble,4.7,"A pampered dog named Trouble must learn to live in the real world, while trying to escape from his former owner's greedy children.",2019-01-11
6168,12.625,271,en,Cowspiracy: The Sustainability Secret,7.9,"Follow the shocking, yet humorous, journey of an aspiring environmentalist, as he daringly seeks to find the real solution to the most pressing environmental issues and true path to sustainability.",2014-07-01
6169,10.787,232,en,Around the World in Eighty Days,6.6,"Based on the famous book by Jules Verne the movie follows Phileas Fogg on his journey around the world. Which has to be completed within 80 days, a very short period for those days.",1956-10-17
6170,9.379,178,en,Meet the Blacks,4.6,"As Carl Black gets the opportunity to move his family out of Chicago in hope of a better life, their arrival in Beverly Hills is timed with that city's annual purge, where all crime is legal for twelve hours.",2016-04-01
6171,10.786,273,en,The Accused,7.0,"After a young woman suffers a brutal rape in a bar one night, a prosecutor assists in bringing the perpetrators to justice, including the ones who encouraged and cheered on the attack.",1988-10-14
6172,10.786,125,en,Cannibal Ferox,5.5,"Three friends out to disprove cannibalism meet two men on the run who tortured and enslaved a cannibal tribe to find emeralds, and now the tribe is out for revenge.",1981-04-24
6173,10.784,1056,en,The Iron Lady,6.4,"A look at the life of Margaret Thatcher, the former Prime Minister of the United Kingdom, with a focus on the price she paid for power.",2011-12-30
6174,10.784,85,en,The Puppet Masters,5.8,"The Earth is invaded by alien parasites aka ""slugs"" that ride on people's backs and control their minds. A trio of American government agents attempt to thwart this.",1994-10-21
6175,10.783,96,ko,Bad Guy,7.1,"A criminal who runs a brothel becomes obsessed with a beautiful college student. When she rejects him he sets her up by introducing her to a loan shark and when she can't pay, she is forced into working in the brothel. But when she gets the chance to escape she realizes she cannot return to her former life.",2001-11-11
6176,10.783,1188,en,Punch-Drunk Love,7.1,A socially awkward and volatile small business owner meets the love of his life after being threatened by a gang of scammers.,2002-10-25
6177,10.782,2159,en,Valentine's Day,5.8,"More than a dozen Angelenos navigate Valentine's Day from early morning until midnight. Three couples awake together, but each relationship will sputter. A grade-school boy wants flowers for his first true love. Two high school seniors plan first-time sex at noon. A TV sports reporter gets the assignment to find romance in LA. A star quarterback contemplates his future. Two strangers meet on a plane. Grandparents, together for years, face a crisis. An 'I Hate Valentine's Day' dinner beckons the lonely and the lied to.",2010-02-10
6178,10.782,149,en,Margot at the Wedding,6.0,"Margot and her son Claude decide to visit her sister Pauline after she announces that she is getting married to less-than-impressive Malcolm. In short order, the storm the sisters create leaves behind a mess of thrashed relationships and exposed family secrets.",2007-08-31
6179,10.782,161,en,Alien Nation,6.1,"A few years from now, Earth will have the first contact with an alien civilisation. These aliens, known as Newcomers, slowly begin to be integrated into human society after years of quarantine.",1988-10-07
6180,10.782,307,en,Death on the Nile,7.0,"As Hercule Poirot enjoys a luxurious cruise down the Nile, a newlywed heiress is found murdered on board. Can Poirot identify the killer before the ship reaches the end of its journey?",1978-10-06
6181,10.782,245,en,A Shot in the Dark,7.4,A Shot in the Dark is the second and more successful film from the Pink Panther film series where both animated and real life sequences are mixed. A cult classic from Blake Edwards based on the play L’Idiot by Marcel Achard and Harry Kurnitz.,1964-06-23
6182,10.781,199,en,Return of the Living Dead Part II,5.8,"A group of kids discover one of the drums containing a rotting corpse and release the 2-4-5 Trioxin gas into the air, causing the dead to once again rise from the grave and seek out brains.",1988-01-15
6183,10.781,78,en,The Fall of the Roman Empire,6.5,"Drawn from the same events that later inspired Gladiator, the film charts the power-hungry greed and father-son betrayal that led to Rome's collapse at the bloody hands of the Barbarians.",1964-03-24
6184,10.78,128,en,On the Town,7.0,"Three sailors - Gabey, Chip and Ozzie - let loose on a 24-hour pass in New York and the Big Apple will never be the same! Gabey falls head over heels for ""Miss Turnstiles of the Month"" (he thinks she's a high society deb when she's really a 'cooch dancer at Coney Island); innocent Chip gets highjacked (literally) by a lady cab driver; and Ozzie becomes the object of interest of a gorgeous anthropologist who thinks he's the perfect example of a ""prehistoric man"". Wonderful music and terrific shots of New York at its best.",1949-12-08
6185,10.78,64,en,The Contractor,5.8,"Former CIA Operative, James Dial is coaxed back into action to kill a terrorist in London, but it all goes wrong and he is forced into hiding, where he meets and befriends a 12 year old girl.",2007-07-10
6186,10.78,177,en,Internal Affairs,6.4,"Keen young Raymold Avila joins the Internal Affairs Department of the Los Angeles police. He and partner Amy Wallace are soon looking closely at the activities of cop Dennis Peck whose financial holdings start to suggest something shady. Indeed Peck is involved in any number of dubious or downright criminal activities. He is also devious, a womaniser, and a clever manipulator, and he starts to turn his attention on Avila.",1990-01-12
6187,10.779,1419,en,You're Next,6.5,"When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of their victims harbors a secret talent for fighting back.",2011-09-10
6188,10.779,130,en,Paradise Now,7.1,"From the perspective of two Palestinian men who are preparing to perform a suicide attack in Israel, this is the first film to deal with the subject of suicide bombers.",2005-02-14
6189,10.778,216,en,Lesbian Vampire Killers,5.3,"With their women having been enslaved by a pack of lesbian vampires, the remaining menfolk of a rural town send two hapless young lads out onto the moors as a sacrifice.",2009-03-16
6190,10.777,176,en,Ondine,6.3,An Irish fisherman discovers a woman in his fishing net believing her to be a mermaid.,2009-09-14
6191,10.777,1664,en,The Last of the Mohicans,7.3,"As the British and French soldiers battle for control of the American colonies in the 18th century, the settlers and native Americans are forced to take sides. Cora and her sister Alice unwittingly walk into trouble but are reluctantly saved by Hawkeye, an orphaned settler adopted by the last of the Mohicans.",1992-09-25
6192,10.776,754,en,American Graffiti,7.1,A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,1973-08-01
6193,8.739,0,en,Ghost,0.0,This lyrical London-set debut feature follows a grizzled ex-con on his first day of freedom as he must reconnect with his troubled son before his violent past catches up with them. Available on Amazon Prime and Vimeo On Demand.,2020-02-20
6194,10.774,91,en,What Doesn't Kill You,6.2,"Two childhood friends from South Boston turn to crime as a way to get by, ultimately causing a strain in their personal lives and their friendship.",2008-12-12
6195,10.773,98,en,The Heiress,7.7,"Dull and plain Catherine lives with her emotionally distant father, Dr. Sloper, in 1840s New York. Her days are empty -- filled with little more than needlepoint. Enter handsome Morris Townsend, a dashing social climber with his eye on the spinster's heart and substantial inheritance.",1949-10-06
6196,11.084,924,en,Stronger,7.0,A victim of the Boston Marathon bombing in 2013 helps the police track down the killers while struggling to recover from devastating trauma.,2017-09-22
6197,10.771,146,en,Dance Flick,4.6,"Street dancer, Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.",2009-05-22
6198,10.771,349,en,The Three Burials of Melquiades Estrada,7.1,"When brash Texas border officer Mike Norton wrongfully kills and buries the friend and ranch hand of Pete Perkins, the latter is reminded of a promise he made to bury his friend, Melquiades Estrada, in his Mexican home town. He kidnaps Norton and exhumes Estrada's corpse, and the odd caravan sets out on horseback for Mexico.",2005-11-17
6199,15.077,555,fr,Taxi 5,5.5,"A police officer who's transfered in the police of Marseille gets assigned to take down a group of Italian robbers who drive the powerfull Ferrari's with the older niece of Daniel, a terrible driver who gets the legendary white taxi.",2018-04-11
6200,10.769,126,en,Freaky Friday,6.2,"School girl Annabel is hassled by her mother, and Mrs. Andrews is annoyed with her daughter, Annabel. They both think that the other has an easy life. On a normal Friday morning, both complain about each other and wish they could have the easy life of their daughter/mother for just one day and their wishes come true as a bit of magic puts Annabel in Mrs. Andrews' body and vice versa. They both have a Freaky Friday.",1976-12-17
6201,10.374,516,en,The Diary of a Teenage Girl,6.7,"Minnie Goetze is a 15-year-old aspiring comic-book artist, coming of age in the haze of the 1970s in San Francisco. Insatiably curious about the world around her, Minnie is a pretty typical teenage girl. Oh, except that she’s sleeping with her mother’s boyfriend.",2015-08-07
6202,9.876,313,en,Our Kind of Traitor,6.0,"A young Oxford academic and his attorney girlfriend holiday on Antigua. They bump into a Russian millionaire who owns a peninsula and a diamond watch. He wants a game of tennis. What else he wants propels the lovers on a tortuous journey to the City of London and its unholy alliance with Britain's intelligence establishment, to Paris and the Alps.",2016-05-05
6203,10.767,753,en,Father of the Bride,6.4,"George Banks is an ordinary, middle-class man whose 21 year-old daughter Annie has decided to marry a man from an upper-class family, but George can't think of what life would be like without his daughter. He becomes slightly insane, but his wife tries to make him happy for Annie, but when the wedding takes place at their home and a foreign wedding planner takes over the ceremony.",1991-12-20
6204,10.766,203,fr,A Man Escaped,8.0,A captured French Resistance fighter during World War II engineers a daunting escape from prison.,1956-11-11
6205,15.071,1,ja,Come Kiss Me at 0:00 AM,1.0,"A stern young girl who yearns for romance, finds herself involved with a celebrity whose image reveals a hidden persona.",2019-12-06
6206,10.765,130,en,The Mirror Has Two Faces,6.7,"Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",1996-11-15
6207,10.764,1160,en,Frozen,5.8,"When three skiers find themselves stranded on a chair lift at a New England ski resort that has closed for the next week, they are forced to make life or death choices that prove to be more perilous than staying put and freezing to death.",2010-02-05
6208,10.764,420,en,A Simple Plan,7.1,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences.",1998-12-11
6209,10.764,589,en,The Eye,5.6,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",2008-02-01
6210,6.622,286,zh,Dragon Blade,6.0,"Huo An, the commander of the Protection Squad of the Western Regions, was framed by evil forces and becomes enslaved. On the other hand, a Roman general escapes to China after rescuing the Prince. The heroic duo meet in the Western Desert and a thrilling story unfolds.",2015-02-19
6211,10.763,616,en,The Bad Lieutenant: Port of Call - New Orleans,6.1,"Terrence McDonagh is a New Orleans Police sergeant, who recieves a medal and a promotion to lieutenant for heroism during Hurricane Katrina. Due to his heroic act, McDonagh injures his back and becomes addicted to prescription pain medication. He then finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",2009-09-11
6212,12.373,346,ja,Boruto: Naruto the Movie,7.7,"Boruto is the son of the 7th Hokage Naruto who completely rejects his father. Behind this, he has feelings of wanting to surpass Naruto, who is respected as a hero. He ends up meeting his father's friend Sasuke, and requests to become... his apprentice!? The curtain on the story of the new generation written by Masashi Kishimoto rises!",2015-08-07
6213,13.126,399,en,Into the Forest,5.8,"In the not too distant future, two young women who live in a remote ancient forest discover the world around them is on the brink of an apocalypse. Informed only by rumor, they fight intruders, disease, loneliness &amp; starvation.",2016-06-03
6214,12.99,4,tl,Four Sisters and a Wedding,6.0,"The children of the Salazar family have been pursuing separate lives in the recent years. After a few years of not being together as a whole family, they find themselves reuniting when CJ announces his plan to marry Princess, his girlfriend for three months. Much to their shock and dismay, CJ's sisters come together for the wedding and have agreed to dissuade him from marrying his fiancée.",2013-06-26
6215,10.762,123,en,The Woods,5.6,"Set in 1965 New England, a troubled girl encounters mysterious happenings in the woods surrounding an isolated girls school that she was sent to by her estranged parents.",2006-09-25
6216,10.947,0,en,Untitled WB Event Film #2,0.0,The plot is unknown at this time.,2020-11-20
6217,10.76,149,en,Battle of Britain,6.9,"In 1940, the Royal Air Force fights a desperate battle against the might of the Luftwaffe for control of the skies over Britain, thus preventing the Nazi invasion of Britain.",1969-09-15
6218,10.758,230,it,Rocco and His Brothers,8.1,"When a widow’s family moves to the big city, two of her sons become romantic rivals, with deadly results.",1960-10-06
6219,12.678,9,ja,Doraemon: Nobita's Chronicle of the Moon Exploration,8.1,"During a Japanese robotic exploration to find life on the other side of the moon, Nobita is watching from Earth and sees the moon turn yellow. With the help of Doraemon, the pair travel to the moon and create bunnies that will build their own colony. After he returns, Nobita tells his class about their adventure but no one will believe him. That is until a new student and his sister arrive who appear to come from a very far away place...",2019-03-01
6220,10.755,323,en,Prom,6.1,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.",2011-04-29
6221,10.754,1084,en,Lolita,7.4,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",1962-06-13
6222,10.753,239,en,Life as a House,7.3,"When a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father.",2001-10-25
6223,10.752,83,en,Heavy Metal 2000,5.7,"Upon discovery of a shard of what could be the Loc-Nar, a miner named Tyler becomes possessed with an insatiable hunger for power and a thirst for immortality. On his way to the planet of youth, Tyler wipes out most of a space colony and kidnaps a beautiful young woman. His only mistake is that he doesn't kill her sister, Julie, who then sets out on a mission of rescue and revenge.",2000-04-19
6224,10.752,300,fr,Vidocq,5.8,"Paris, 1830. In the heart of the town, Vidocq, a famous detective, disappears as he fights the Alchemist, an assassin that he has been pursuing for a few months. His young biographer, Etienne Boisset, decides to avenge Vidocq's death and takes the investigation on...",2001-09-12
6225,10.752,118,en,Beowulf,4.5,"Beowulf is a wanderer who learns about a man-eating creature called Grendel which comes in the night to devour warriors trapped at the Outpost. The Outpost is ruled by Hrothgar. He has a daughter, whose husband may have been murdered by the Outpost's master of arms",1999-04-01
6226,10.751,212,en,Real Genius,6.8,"Chris is the top brain who just wants to party, Mitch is the 15-year-old college wiz kid. Supposedly hard at work on a lab project with a mysterious deadline, they still find time to use their genius to discover new ways to have fun.",1985-08-07
6227,10.751,265,en,Needful Things,6.1,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.",1993-08-27
6228,10.75,180,en,Surveillance,6.0,An FBI agent tracks a serial killer with the help of three of his would-be victims - all of whom have wildly different stories to tell.,2008-02-08
6229,10.75,108,en,Savage Grace,5.7,"This examination of a famous scandal from the 1970s explores the relationship between Barbara Baekeland and her only son, Antony. Barbara, a lonely social climber unhappily married to the wealthy but remote plastics heir Brooks Baekeland, dotes on Antony, who is homosexual. As Barbara tries to ""cure"" Antony of his sexuality -- sometimes by seducing him herself -- the groundwork is laid for a murderous tragedy.",2007-05-18
6230,9.822,248,en,Howl,5.2,"When passengers on a train are attacked by a creature, they must band together in order to survive until morning.",2015-10-01
6231,10.749,883,en,Safety Not Guaranteed,6.9,Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.,2012-06-08
6232,10.749,196,en,Balto III: Wings of Change,6.6,"Balto and the other sled dogs are feeling dejected because the mail that used to be delivered by dogsled is now being delivered by airplanes. But when a mail plane crashes in the mountains, the dogs come to the rescue.",2004-04-14
6233,10.749,106,en,Saturn 3,5.5,"In the future, Earth is overcrowded and the population relies on distant bases to be fed. In the Saturn 3 station, Major Adam and the scientist Alex, who is also his lover and has never been on Earth, have been researching hydroponics for three years in the base alone with their dog Sally. Meanwhile, the psychotic Captain Benson fails the mental test required to travel to Saturn 3 and kills his replacement, Captain James, taking his place in the mission of assembling and programming the Demi-God series robot Hector to replace one of the scientists in Saturn 3. On the arrival, the mentally disturbed Captain Benson becomes sexually obsessed for Alex. Then he uses an interface to link his brain to program Hector, but incapable to control his emotions, he transfers his homicidal tendency and insanity to Hector. Now Major Adam and Alex are trapped in the station with a dangerous psychopath robot.",1980-02-15
6234,10.748,904,en,The Ladykillers,6.1,"An eccentric, if not charming Southern professor and his crew pose as a band in order to rob a casino, all under the nose of his unsuspecting landlord – a sharp old woman.",2004-03-25
6235,10.748,2245,en,Revolutionary Road,6.9,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children. Based on a novel by Richard Yates.,2008-12-19
